Product,Reseller,Year,Quarter,Month,Sum of Order Quantity,Sum of Product Standard Cost,Sum of Sales Amount
AWC Logo Cap,Exhilarating Cycles,2019,Qtr 4,October,10,6.9223,53.94
AWC Logo Cap,Exhilarating Cycles,2020,Qtr 1,January,4,6.9223,21.576
AWC Logo Cap,Exhilarating Cycles,2020,Qtr 2,April,12,6.9223,61.319
AWC Logo Cap,Express Bike Services,2019,Qtr 4,November,5,6.9223,26.97
AWC Logo Cap,Extended Bike Sales,2017,Qtr 3,September,2,5.7052,10.373
AWC Logo Cap,Extended Bike Sales,2017,Qtr 4,November,2,5.7052,10.373
AWC Logo Cap,Extended Bike Sales,2018,Qtr 1,February,2,5.7052,10.373
AWC Logo Cap,"Fabrikam Inc., West",2018,Qtr 3,September,5,5.2297,25.9325
AWC Logo Cap,"Fabrikam Inc., West",2018,Qtr 4,December,3,5.2297,15.5595
AWC Logo Cap,"Fabrikam Inc., West",2019,Qtr 1,March,5,5.2297,25.9325
AWC Logo Cap,"Fabrikam Inc., West",2019,Qtr 2,June,5,5.2297,25.9325
AWC Logo Cap,"Fabrikam Inc., West",2019,Qtr 3,September,4,6.9223,21.576
AWC Logo Cap,"Fabrikam Inc., West",2019,Qtr 4,December,1,6.9223,5.394
AWC Logo Cap,"Fabrikam Inc., West",2020,Qtr 1,March,3,6.9223,16.182
AWC Logo Cap,"Fabrikam Inc., West",2020,Qtr 2,June,4,6.9223,21.576
AWC Logo Cap,Famous Bike Sales and Service,2017,Qtr 4,November,3,5.7052,15.5595
AWC Logo Cap,Famous Bike Sales and Service,2018,Qtr 3,September,1,5.2297,5.1865
AWC Logo Cap,Famous Bike Sales and Service,2018,Qtr 4,December,4,5.2297,20.746
AWC Logo Cap,Famous Bike Shop,2018,Qtr 3,September,2,5.2297,10.373
AWC Logo Cap,Famous Bike Shop,2018,Qtr 4,December,6,5.2297,31.119
AWC Logo Cap,Famous Bike Shop,2019,Qtr 2,June,3,5.2297,15.5595
AWC Logo Cap,Farthermost Bike Shop,2017,Qtr 3,August,3,5.7052,15.5595
AWC Logo Cap,Farthermost Bike Shop,2017,Qtr 4,November,2,5.7052,10.373
AWC Logo Cap,Farthermost Bike Shop,2018,Qtr 1,February,4,5.7052,20.746
AWC Logo Cap,Farthermost Bike Shop,2018,Qtr 2,May,2,5.7052,10.373
AWC Logo Cap,Farthermost Bike Shop,2018,Qtr 3,August,6,5.2297,31.119
AWC Logo Cap,Farthermost Bike Shop,2018,Qtr 4,November,4,5.2297,20.746
AWC Logo Cap,Farthermost Bike Shop,2019,Qtr 1,February,2,5.2297,10.373
AWC Logo Cap,Farthermost Bike Shop,2019,Qtr 2,May,3,5.2297,15.5595
AWC Logo Cap,Farthermost Bike Shop,2019,Qtr 3,August,5,6.9223,26.97
AWC Logo Cap,Farthermost Bike Shop,2019,Qtr 4,November,6,6.9223,32.364
AWC Logo Cap,Farthermost Bike Shop,2020,Qtr 1,February,1,6.9223,5.394
AWC Logo Cap,Farthermost Bike Shop,2020,Qtr 2,May,2,6.9223,10.788
AWC Logo Cap,Farthest Bike Store,2019,Qtr 3,August,6,6.9223,32.364
AWC Logo Cap,Farthest Bike Store,2019,Qtr 4,November,6,6.9223,32.364
AWC Logo Cap,Farthest Bike Store,2020,Qtr 1,February,4,6.9223,21.576
AWC Logo Cap,Farthest Bike Store,2020,Qtr 2,May,8,6.9223,43.152
AWC Logo Cap,Fashionable Bikes and Accessories,2017,Qtr 3,September,5,5.7052,25.9325
AWC Logo Cap,Fashionable Bikes and Accessories,2017,Qtr 4,November,8,5.7052,41.492
AWC Logo Cap,Fashionable Bikes and Accessories,2018,Qtr 1,February,6,5.7052,31.119
AWC Logo Cap,Fashionable Bikes and Accessories,2018,Qtr 2,June,8,5.7052,41.492
AWC Logo Cap,Fashionable Department Stores,2018,Qtr 3,August,14,5.2297,68.7866
AWC Logo Cap,Fashionable Department Stores,2018,Qtr 4,November,10,5.2297,51.865
AWC Logo Cap,Fashionable Department Stores,2019,Qtr 1,February,5,5.2297,25.9325
AWC Logo Cap,Fashionable Department Stores,2019,Qtr 2,May,14,5.2297,68.7866
AWC Logo Cap,Fashionable Department Stores,2019,Qtr 3,August,8,6.9223,43.152
AWC Logo Cap,Fashionable Department Stores,2019,Qtr 4,November,10,6.9223,53.94
AWC Logo Cap,Fashionable Department Stores,2020,Qtr 1,February,1,6.9223,5.394
AWC Logo Cap,Fashionable Department Stores,2020,Qtr 2,May,8,6.9223,43.152
AWC Logo Cap,Fast Bike Works,2019,Qtr 4,November,2,6.9223,10.788
AWC Logo Cap,Fast Bike Works,2020,Qtr 2,May,3,6.9223,16.182
AWC Logo Cap,Fasteners & Bolts Outlet,2019,Qtr 3,August,7,6.9223,37.758
AWC Logo Cap,Fasteners & Bolts Outlet,2020,Qtr 2,May,6,6.9223,32.364
AWC Logo Cap,Favorite Toy Distributor,2019,Qtr 3,August,3,6.9223,16.182
AWC Logo Cap,Field Trip Inc,2017,Qtr 4,November,4,5.7052,20.746
AWC Logo Cap,Field Trip Inc,2018,Qtr 3,August,4,5.2297,20.746
AWC Logo Cap,Field Trip Inc,2018,Qtr 4,November,3,5.2297,15.5595
AWC Logo Cap,Field Trip Store,2018,Qtr 3,August,4,5.2297,20.746
AWC Logo Cap,Field Trip Store,2018,Qtr 4,November,6,5.2297,31.119
AWC Logo Cap,Field Trip Store,2019,Qtr 1,February,4,5.2297,20.746
AWC Logo Cap,Field Trip Store,2019,Qtr 2,May,4,5.2297,20.746
AWC Logo Cap,Field Trip Store,2019,Qtr 3,August,4,6.9223,21.576
AWC Logo Cap,Field Trip Store,2019,Qtr 4,November,9,6.9223,48.546
AWC Logo Cap,Field Trip Store,2020,Qtr 1,February,5,6.9223,26.97
AWC Logo Cap,Field Trip Store,2020,Qtr 2,May,5,6.9223,26.97
AWC Logo Cap,Finer Cycle Shop,2018,Qtr 3,August,6,5.2297,31.119
AWC Logo Cap,Finer Cycle Shop,2018,Qtr 4,November,1,5.2297,5.1865
AWC Logo Cap,Finer Cycle Shop,2019,Qtr 2,May,1,5.2297,5.1865
AWC Logo Cap,Finer Cycle Shop,2019,Qtr 3,August,9,6.9223,48.546
AWC Logo Cap,Finer Cycle Shop,2019,Qtr 4,November,5,6.9223,26.97
AWC Logo Cap,Finer Riding Supplies,2017,Qtr 3,August,6,5.7052,31.119
AWC Logo Cap,Finer Riding Supplies,2017,Qtr 4,November,2,5.7052,10.373
AWC Logo Cap,Finer Riding Supplies,2018,Qtr 1,February,4,5.7052,20.746
AWC Logo Cap,Finer Riding Supplies,2018,Qtr 2,May,1,5.7052,5.1865
AWC Logo Cap,Finer Riding Supplies,2018,Qtr 3,August,6,5.2297,31.119
AWC Logo Cap,Finer Riding Supplies,2019,Qtr 2,May,6,5.2297,31.119
AWC Logo Cap,Finer Sporting Goods,2019,Qtr 3,August,2,6.9223,10.788
AWC Logo Cap,Finer Sporting Goods,2019,Qtr 4,November,4,6.9223,21.576
AWC Logo Cap,First Bike Store,2017,Qtr 3,July,2,5.7052,10.373
AWC Logo Cap,First Bike Store,2017,Qtr 3,September,4,5.7052,20.746
AWC Logo Cap,First Bike Store,2018,Qtr 1,January,1,5.7052,5.1865
AWC Logo Cap,First Bike Store,2018,Qtr 2,April,2,5.7052,10.373
AWC Logo Cap,First Department Stores,2018,Qtr 3,July,2,5.2297,10.373
AWC Logo Cap,First Department Stores,2018,Qtr 4,October,3,5.2297,15.5595
AWC Logo Cap,First Department Stores,2019,Qtr 2,April,1,5.2297,5.1865
AWC Logo Cap,First Supplies,2020,Qtr 2,April,5,6.9223,26.97
AWC Logo Cap,First-Rate Outlet,2017,Qtr 3,August,1,5.7052,5.1865
AWC Logo Cap,Fitness Discount Store,2020,Qtr 1,January,5,6.9223,26.97
AWC Logo Cap,Fitness Sport Boutique,2018,Qtr 3,August,7,5.2297,36.3055
AWC Logo Cap,Fitness Sport Boutique,2018,Qtr 4,November,3,5.2297,15.5595
AWC Logo Cap,Fitness Sport Boutique,2019,Qtr 1,February,4,5.2297,20.746
AWC Logo Cap,Fitness Sport Boutique,2019,Qtr 2,May,3,5.2297,15.5595
AWC Logo Cap,Fitness Supplies,2019,Qtr 3,August,4,6.9223,21.576
AWC Logo Cap,Fitness Supplies,2019,Qtr 4,November,4,6.9223,21.576
AWC Logo Cap,Fitness Supplies,2020,Qtr 1,February,3,6.9223,16.182
AWC Logo Cap,Fitness Supplies,2020,Qtr 2,May,11,6.9223,56.2091
AWC Logo Cap,Fourth Bike Store,2019,Qtr 3,September,17,6.9223,79.8537
AWC Logo Cap,Fourth Bike Store,2019,Qtr 4,December,4,6.9223,21.576
AWC Logo Cap,Fourth Bike Store,2020,Qtr 1,March,2,6.9223,10.788
AWC Logo Cap,Fourth Bike Store,2020,Qtr 2,June,2,6.9223,10.788
AWC Logo Cap,Friendly Bike Shop,2017,Qtr 3,September,1,5.7052,5.1865
AWC Logo Cap,Friendly Bike Shop,2018,Qtr 3,July,2,5.2297,10.373
AWC Logo Cap,Friendly Bike Shop,2019,Qtr 3,July,12,6.9223,61.319
AWC Logo Cap,Friendly Bike Shop,2019,Qtr 4,October,6,6.9223,32.364
AWC Logo Cap,Friendly Bike Shop,2020,Qtr 1,January,4,6.9223,21.576
AWC Logo Cap,Friendly Bike Shop,2020,Qtr 2,April,12,6.9223,61.319
AWC Logo Cap,Front Runner Bikes,2019,Qtr 3,September,12,6.9223,61.319
AWC Logo Cap,Front Runner Bikes,2019,Qtr 4,December,4,6.9223,21.576
AWC Logo Cap,Front Runner Bikes,2020,Qtr 1,March,6,6.9223,32.364
AWC Logo Cap,Front Runner Bikes,2020,Qtr 2,June,14,6.9223,71.5388
AWC Logo Cap,Front Sporting Goods,2018,Qtr 3,August,19,5.2297,85.8151
AWC Logo Cap,Front Sporting Goods,2018,Qtr 4,November,4,5.2297,20.746
AWC Logo Cap,Front Sporting Goods,2019,Qtr 1,February,9,5.2297,46.6785
AWC Logo Cap,Front Sporting Goods,2019,Qtr 2,May,10,5.2297,51.865
AWC Logo Cap,Full Sports Supply,2018,Qtr 3,July,5,5.2297,25.9325
AWC Logo Cap,Full Sports Supply,2018,Qtr 4,October,1,5.2297,5.1865
AWC Logo Cap,Full Sports Supply,2019,Qtr 2,April,1,5.2297,5.1865
AWC Logo Cap,Full-Service Bike Store,2018,Qtr 2,June,1,5.7052,5.1865
AWC Logo Cap,Fun Times Club,2017,Qtr 3,August,1,5.7052,5.1865
AWC Logo Cap,Fun Times Club,2018,Qtr 1,February,1,5.7052,5.1865
AWC Logo Cap,Functional Store South,2019,Qtr 3,August,19,6.9223,89.2482
AWC Logo Cap,Functional Store South,2019,Qtr 4,November,16,6.9223,75.1564
AWC Logo Cap,Functional Store South,2020,Qtr 1,February,9,6.9223,48.546
AWC Logo Cap,Functional Store South,2020,Qtr 2,May,8,6.9223,43.152
AWC Logo Cap,Futuristic Sport Distributors,2018,Qtr 3,July,8,5.2297,41.492
AWC Logo Cap,Futuristic Sport Distributors,2018,Qtr 4,October,6,5.2297,31.119
AWC Logo Cap,Futuristic Sport Distributors,2019,Qtr 1,January,4,5.2297,20.746
AWC Logo Cap,Futuristic Sport Distributors,2019,Qtr 2,April,7,5.2297,36.3055
AWC Logo Cap,Futuristic Sport Distributors,2019,Qtr 3,July,27,6.9223,109.2285
AWC Logo Cap,Futuristic Sport Distributors,2019,Qtr 4,October,7,6.9223,37.758
AWC Logo Cap,Futuristic Sport Distributors,2020,Qtr 1,January,5,6.9223,26.97
AWC Logo Cap,Futuristic Sport Distributors,2020,Qtr 2,April,8,6.9223,43.152
AWC Logo Cap,Gasless Cycle Shop,2017,Qtr 3,August,1,5.7052,5.1865
AWC Logo Cap,Gasless Cycle Shop,2017,Qtr 4,November,1,5.7052,5.1865
AWC Logo Cap,Gasless Cycle Shop,2018,Qtr 2,May,3,5.7052,15.5595
AWC Logo Cap,Gasless Cycle Shop,2018,Qtr 3,August,2,5.2297,10.373
AWC Logo Cap,Gasless Cycle Shop,2018,Qtr 4,November,3,5.2297,15.5595
AWC Logo Cap,Gasless Cycle Shop,2019,Qtr 2,May,2,5.2297,10.373
AWC Logo Cap,Gasless Cycle Shop,2019,Qtr 3,August,4,6.9223,21.576
AWC Logo Cap,Gasless Cycle Shop,2019,Qtr 4,November,2,6.9223,10.788
AWC Logo Cap,Gasless Cycle Shop,2020,Qtr 2,May,2,6.9223,10.788
AWC Logo Cap,General Bike Corporation,2017,Qtr 3,September,3,5.7052,15.5595
AWC Logo Cap,General Bike Corporation,2018,Qtr 2,April,1,5.7052,5.1865
AWC Logo Cap,General Bike Corporation,2018,Qtr 3,July,3,5.2297,15.5595
AWC Logo Cap,General Bike Corporation,2018,Qtr 4,October,2,5.2297,10.373
AWC Logo Cap,General Bike Corporation,2019,Qtr 2,April,2,5.2297,10.373
AWC Logo Cap,General Bike Corporation,2019,Qtr 3,July,4,6.9223,21.576
AWC Logo Cap,General Bike Corporation,2019,Qtr 4,October,3,6.9223,16.182
AWC Logo Cap,General Bike Corporation,2020,Qtr 2,April,3,6.9223,16.182
AWC Logo Cap,General Cycle Storehouse,2017,Qtr 4,November,2,5.7052,10.373
AWC Logo Cap,General Cycle Storehouse,2018,Qtr 2,June,2,5.7052,10.373
AWC Logo Cap,General Cycle Storehouse,2018,Qtr 3,September,9,5.2297,46.6785
AWC Logo Cap,General Cycle Storehouse,2018,Qtr 4,December,6,5.2297,31.119
AWC Logo Cap,General Cycle Storehouse,2019,Qtr 2,June,2,5.2297,10.373
AWC Logo Cap,General Industries,2018,Qtr 3,September,3,5.2297,15.5595
AWC Logo Cap,General Industries,2018,Qtr 4,December,8,5.2297,41.492
AWC Logo Cap,General Industries,2019,Qtr 2,June,1,5.2297,5.1865
AWC Logo Cap,General Industries,2019,Qtr 3,September,5,6.9223,26.97
AWC Logo Cap,General Industries,2019,Qtr 4,December,2,6.9223,10.788
AWC Logo Cap,General Industries,2020,Qtr 2,June,6,6.9223,32.364
AWC Logo Cap,General Supplies,2018,Qtr 3,August,8,5.2297,41.492
AWC Logo Cap,General Supplies,2018,Qtr 4,November,2,5.2297,10.373
AWC Logo Cap,General Supplies,2019,Qtr 2,May,6,5.2297,31.119
AWC Logo Cap,General Supplies,2019,Qtr 3,August,4,6.9223,21.576
AWC Logo Cap,General Supplies,2019,Qtr 4,November,4,6.9223,21.576
AWC Logo Cap,General Supplies,2020,Qtr 1,February,6,6.9223,32.364
AWC Logo Cap,General Supplies,2020,Qtr 2,May,9,6.9223,48.546
AWC Logo Cap,Genuine Bike Shop,2017,Qtr 3,September,2,5.7052,10.373
AWC Logo Cap,Genuine Bike Shop,2018,Qtr 1,February,1,5.7052,5.1865
AWC Logo Cap,Genuine Bike Shop,2018,Qtr 2,June,6,5.7052,31.119
AWC Logo Cap,Getaway Inn,2019,Qtr 3,September,9,6.9223,48.546
AWC Logo Cap,Getaway Inn,2019,Qtr 4,December,8,6.9223,43.152
AWC Logo Cap,Getaway Inn,2020,Qtr 1,March,9,6.9223,48.546
AWC Logo Cap,Getaway Inn,2020,Qtr 2,June,12,6.9223,61.319
AWC Logo Cap,Gift and Toy Store,2018,Qtr 3,July,3,5.2297,15.5595
AWC Logo Cap,Gift and Toy Store,2018,Qtr 4,October,4,5.2297,20.746
AWC Logo Cap,Gift and Toy Store,2019,Qtr 2,April,6,5.2297,31.119
AWC Logo Cap,Gift and Toy Store,2019,Qtr 3,July,3,6.9223,16.182
AWC Logo Cap,Gift and Toy Store,2019,Qtr 4,October,2,6.9223,10.788
AWC Logo Cap,Gift and Toy Store,2020,Qtr 2,April,1,6.9223,5.394
AWC Logo Cap,Global Bike Retailers,2019,Qtr 3,August,12,6.9223,61.319
AWC Logo Cap,Global Bike Retailers,2019,Qtr 4,November,6,6.9223,32.364
AWC Logo Cap,Global Bike Retailers,2020,Qtr 1,February,5,6.9223,26.97
AWC Logo Cap,Global Bike Retailers,2020,Qtr 2,May,12,6.9223,61.319
AWC Logo Cap,Glossy Bikes,2019,Qtr 3,September,8,6.9223,43.152
AWC Logo Cap,Glossy Bikes,2019,Qtr 4,December,7,6.9223,37.758
AWC Logo Cap,Glossy Bikes,2020,Qtr 1,March,7,6.9223,37.758
AWC Logo Cap,Glossy Bikes,2020,Qtr 2,June,7,6.9223,37.758
AWC Logo Cap,Go-cart and Bike Specialists,2018,Qtr 3,July,8,5.2297,41.492
AWC Logo Cap,Go-cart and Bike Specialists,2018,Qtr 4,October,6,5.2297,31.119
AWC Logo Cap,Go-cart and Bike Specialists,2019,Qtr 1,January,8,5.2297,41.492
AWC Logo Cap,Go-cart and Bike Specialists,2019,Qtr 2,April,8,5.2297,41.492
AWC Logo Cap,Golf and Cycle Store,2017,Qtr 3,September,3,5.7052,15.5595
AWC Logo Cap,Golf and Cycle Store,2018,Qtr 1,February,3,5.7052,15.5595
AWC Logo Cap,Golf and Cycle Store,2018,Qtr 2,June,4,5.7052,20.746
AWC Logo Cap,Good Bike Shop,2017,Qtr 4,November,2,5.7052,10.373
AWC Logo Cap,Good Bike Shop,2018,Qtr 1,February,1,5.7052,5.1865
AWC Logo Cap,Good Bike Shop,2018,Qtr 2,June,2,5.7052,10.373
AWC Logo Cap,Good Bike Shop,2018,Qtr 3,September,3,5.2297,15.5595
AWC Logo Cap,Good Bike Shop,2018,Qtr 4,December,4,5.2297,20.746
AWC Logo Cap,Good Bike Shop,2019,Qtr 1,March,2,5.2297,10.373
AWC Logo Cap,Good Bike Shop,2019,Qtr 2,June,4,5.2297,20.746
AWC Logo Cap,Grand Discount Store,2019,Qtr 3,July,14,6.9223,71.5388
AWC Logo Cap,Grand Discount Store,2019,Qtr 4,October,11,6.9223,56.2091
AWC Logo Cap,Grand Discount Store,2020,Qtr 1,January,6,6.9223,32.364
AWC Logo Cap,Grand Discount Store,2020,Qtr 2,April,6,6.9223,32.364
AWC Logo Cap,Grand Sport Boutique,2018,Qtr 3,August,3,5.2297,15.5595
AWC Logo Cap,Grand Sport Boutique,2018,Qtr 4,November,2,5.2297,10.373
AWC Logo Cap,Grand Sport Boutique,2019,Qtr 2,May,2,5.2297,10.373
AWC Logo Cap,Grease and Oil Products Company,2017,Qtr 3,September,3,5.7052,15.5595
AWC Logo Cap,Grease and Oil Products Company,2018,Qtr 3,July,5,5.2297,25.9325
AWC Logo Cap,Grease and Oil Products Company,2018,Qtr 4,October,4,5.2297,20.746
AWC Logo Cap,Grease and Oil Products Company,2019,Qtr 2,April,1,5.2297,5.1865
AWC Logo Cap,Grease and Oil Products Company,2019,Qtr 3,July,4,6.9223,21.576
AWC Logo Cap,Grease and Oil Products Company,2019,Qtr 4,October,4,6.9223,21.576
AWC Logo Cap,Grease and Oil Products Company,2020,Qtr 2,April,1,6.9223,5.394
AWC Logo Cap,Great Bikes,2017,Qtr 3,July,3,5.7052,15.5595
AWC Logo Cap,Great Bikes,2018,Qtr 1,January,1,5.7052,5.1865
AWC Logo Cap,Great Bikes,2018,Qtr 3,July,6,5.2297,31.119
AWC Logo Cap,Great Bikes,2018,Qtr 4,October,6,5.2297,31.119
AWC Logo Cap,Great Bikes,2019,Qtr 1,January,3,5.2297,15.5595
AWC Logo Cap,Great Bikes,2019,Qtr 2,April,5,5.2297,25.9325
AWC Logo Cap,Guaranteed Sales and Service,2020,Qtr 2,May,2,6.9223,10.788
AWC Logo Cap,Hardware Components,2017,Qtr 3,August,8,5.7052,41.492
AWC Logo Cap,Hardware Components,2017,Qtr 4,November,12,5.7052,58.9599
AWC Logo Cap,Hardware Components,2018,Qtr 1,February,9,5.7052,46.6785
AWC Logo Cap,Hardware Components,2018,Qtr 2,May,4,5.7052,20.746
AWC Logo Cap,Helpful Sales and Repair Service,2019,Qtr 3,September,10,6.9223,53.94
AWC Logo Cap,Helpful Sales and Repair Service,2019,Qtr 4,December,3,6.9223,16.182
AWC Logo Cap,Helpful Sales and Repair Service,2020,Qtr 2,June,3,6.9223,16.182
AWC Logo Cap,Highway Bike Shop,2017,Qtr 4,November,2,5.7052,10.373
AWC Logo Cap,Highway Bike Shop,2018,Qtr 2,May,3,5.7052,15.5595
AWC Logo Cap,Highway Bike Shop,2018,Qtr 3,August,3,5.2297,15.5595
AWC Logo Cap,Highway Bike Shop,2018,Qtr 4,November,1,5.2297,5.1865
AWC Logo Cap,Highway Bike Shop,2019,Qtr 2,May,3,5.2297,15.5595
AWC Logo Cap,Highway Bike Shop,2020,Qtr 2,May,4,6.9223,21.576
AWC Logo Cap,Inexpensive Parts Shop,2019,Qtr 3,September,6,6.9223,32.364
AWC Logo Cap,Inexpensive Parts Shop,2019,Qtr 4,December,5,6.9223,26.97
AWC Logo Cap,Initial Bike Company,2018,Qtr 3,September,4,5.2297,20.746
AWC Logo Cap,Initial Bike Company,2018,Qtr 4,December,6,5.2297,31.119
AWC Logo Cap,Initial Bike Company,2019,Qtr 2,June,4,5.2297,20.746
AWC Logo Cap,Initial Bike Company,2019,Qtr 3,September,3,6.9223,16.182
AWC Logo Cap,Initial Bike Company,2019,Qtr 4,December,5,6.9223,26.97
AWC Logo Cap,Initial Bike Company,2020,Qtr 2,June,4,6.9223,21.576
AWC Logo Cap,Journey Sporting Goods,2017,Qtr 3,August,2,5.7052,10.373
AWC Logo Cap,Journey Sporting Goods,2017,Qtr 4,November,1,5.7052,5.1865
AWC Logo Cap,Journey Sporting Goods,2018,Qtr 1,February,3,5.7052,15.5595
AWC Logo Cap,Journey Sporting Goods,2018,Qtr 2,May,3,5.7052,15.5595
AWC Logo Cap,Juvenile Sports Equipment,2017,Qtr 3,July,1,5.7052,5.1865
AWC Logo Cap,Juvenile Sports Equipment,2017,Qtr 3,September,1,5.7052,5.1865
AWC Logo Cap,Juvenile Sports Equipment,2018,Qtr 1,January,1,5.7052,5.1865
AWC Logo Cap,Juvenile Sports Equipment,2018,Qtr 2,April,3,5.7052,15.5595
AWC Logo Cap,Juvenile Sports Equipment,2018,Qtr 3,July,4,5.2297,20.746
AWC Logo Cap,Juvenile Sports Equipment,2018,Qtr 4,October,2,5.2297,10.373
AWC Logo Cap,Juvenile Sports Equipment,2019,Qtr 1,January,3,5.2297,15.5595
AWC Logo Cap,Juvenile Sports Equipment,2019,Qtr 2,April,5,5.2297,25.9325
AWC Logo Cap,Larger Cycle Shop,2017,Qtr 3,September,6,5.7052,31.119
AWC Logo Cap,Larger Cycle Shop,2017,Qtr 4,November,6,5.7052,31.119
AWC Logo Cap,Larger Cycle Shop,2018,Qtr 1,February,1,5.7052,5.1865
AWC Logo Cap,Larger Cycle Shop,2018,Qtr 2,June,6,5.7052,31.119
AWC Logo Cap,Larger Cycle Shop,2018,Qtr 3,September,6,5.2297,31.119
AWC Logo Cap,Larger Cycle Shop,2019,Qtr 1,March,5,5.2297,25.9325
AWC Logo Cap,Larger Cycle Shop,2019,Qtr 2,June,4,5.2297,20.746
AWC Logo Cap,Larger Cycle Shop,2019,Qtr 3,September,2,6.9223,10.788
AWC Logo Cap,Larger Cycle Shop,2019,Qtr 4,December,6,6.9223,32.364
AWC Logo Cap,Larger Cycle Shop,2020,Qtr 1,March,5,6.9223,26.97
AWC Logo Cap,Larger Cycle Shop,2020,Qtr 2,June,5,6.9223,26.97
AWC Logo Cap,Latest Sports Equipment,2017,Qtr 3,July,2,5.7052,10.373
AWC Logo Cap,Latest Sports Equipment,2017,Qtr 3,September,1,5.7052,5.1865
AWC Logo Cap,Latest Sports Equipment,2018,Qtr 1,January,1,5.7052,5.1865
AWC Logo Cap,Latest Sports Equipment,2018,Qtr 2,April,2,5.7052,10.373
AWC Logo Cap,Latest Sports Equipment,2018,Qtr 3,July,3,5.2297,15.5595
AWC Logo Cap,Latest Sports Equipment,2018,Qtr 4,October,2,5.2297,10.373
AWC Logo Cap,Latest Sports Equipment,2019,Qtr 1,January,3,5.2297,15.5595
AWC Logo Cap,Latest Sports Equipment,2019,Qtr 2,April,3,5.2297,15.5595
AWC Logo Cap,Latest Sports Equipment,2020,Qtr 1,January,3,6.9223,16.182
AWC Logo Cap,Leading Bike Distributors,2019,Qtr 3,August,4,6.9223,21.576
AWC Logo Cap,Leading Sales & Repair,2017,Qtr 3,September,4,5.7052,20.746
AWC Logo Cap,Leading Sales & Repair,2017,Qtr 4,November,12,5.7052,58.9599
AWC Logo Cap,Leading Sales & Repair,2018,Qtr 1,February,2,5.7052,10.373
AWC Logo Cap,Leading Sales & Repair,2018,Qtr 2,June,4,5.7052,20.746
AWC Logo Cap,Lease-a-Bike Shop,2017,Qtr 3,August,2,5.7052,10.373
AWC Logo Cap,Leather and Vinyl Manufacturing,2017,Qtr 3,August,2,5.7052,10.373
AWC Logo Cap,Leather and Vinyl Manufacturing,2017,Qtr 4,November,4,5.7052,20.746
AWC Logo Cap,Leather and Vinyl Manufacturing,2018,Qtr 1,February,5,5.7052,25.9325
AWC Logo Cap,Leather and Vinyl Manufacturing,2018,Qtr 2,May,2,5.7052,10.373
AWC Logo Cap,Liquidation Sales,2019,Qtr 3,September,4,6.9223,21.576
AWC Logo Cap,Liquidation Sales,2019,Qtr 4,December,2,6.9223,10.788
AWC Logo Cap,Liquidation Sales,2020,Qtr 2,June,1,6.9223,5.394
AWC Logo Cap,List Price Catalog Company,2019,Qtr 3,August,10,6.9223,53.94
AWC Logo Cap,List Price Catalog Company,2019,Qtr 4,November,5,6.9223,26.97
AWC Logo Cap,List Price Catalog Company,2020,Qtr 2,May,5,6.9223,26.97
AWC Logo Cap,Lubricant and Grease Suppliers,2018,Qtr 3,August,3,5.2297,15.5595
AWC Logo Cap,Lubricant and Grease Suppliers,2018,Qtr 4,November,6,5.2297,31.119
AWC Logo Cap,Lubricant and Grease Suppliers,2019,Qtr 2,May,1,5.2297,5.1865
AWC Logo Cap,Lubricant and Grease Suppliers,2019,Qtr 3,August,2,6.9223,10.788
AWC Logo Cap,Lubricant and Grease Suppliers,2019,Qtr 4,November,1,6.9223,5.394
AWC Logo Cap,Mail-Order Outlet,2018,Qtr 3,August,8,5.2297,41.492
AWC Logo Cap,Mail-Order Outlet,2018,Qtr 4,November,5,5.2297,25.9325
AWC Logo Cap,Mail-Order Outlet,2019,Qtr 1,February,3,5.2297,15.5595
AWC Logo Cap,Mail-Order Outlet,2019,Qtr 2,May,7,5.2297,36.3055
AWC Logo Cap,Major Amusement Company,2018,Qtr 3,August,7,5.2297,36.3055
AWC Logo Cap,Major Amusement Company,2018,Qtr 4,November,1,5.2297,5.1865
AWC Logo Cap,Major Amusement Company,2019,Qtr 2,May,2,5.2297,10.373
AWC Logo Cap,Major Amusement Company,2019,Qtr 3,August,4,6.9223,21.576
AWC Logo Cap,Major Amusement Company,2019,Qtr 4,November,3,6.9223,16.182
AWC Logo Cap,Many Bikes Store,2018,Qtr 3,September,3,5.2297,15.5595
AWC Logo Cap,Many Bikes Store,2018,Qtr 4,December,3,5.2297,15.5595
AWC Logo Cap,Many Bikes Store,2019,Qtr 1,March,2,5.2297,10.373
AWC Logo Cap,Many Bikes Store,2019,Qtr 2,June,3,5.2297,15.5595
AWC Logo Cap,Many Bikes Store,2019,Qtr 3,September,4,6.9223,21.576
AWC Logo Cap,Many Bikes Store,2019,Qtr 4,December,3,6.9223,16.182
AWC Logo Cap,Many Bikes Store,2020,Qtr 1,March,8,6.9223,43.152
AWC Logo Cap,Many Bikes Store,2020,Qtr 2,June,3,6.9223,16.182
AWC Logo Cap,Mechanical Products Ltd.,2018,Qtr 3,August,4,5.2297,20.746
AWC Logo Cap,Mechanical Products Ltd.,2018,Qtr 4,November,3,5.2297,15.5595
AWC Logo Cap,Mechanical Products Ltd.,2019,Qtr 2,May,5,5.2297,25.9325
